class,image,signatureSample0,signatureSample1,signatureSample2,signatureSample3,signatureSample4,signatureSample5,signatureSample6,signatureSample7,signatureSample8,signatureSample9,signatureSample10,signatureSample11,signatureSample12,signatureSample13,signatureSample14,signatureSample15,signatureSample16,signatureSample17,signatureSample18,signatureSample19,signatureSample20,signatureSample21,signatureSample22,signatureSample23,signatureSample24,signatureSample25,signatureSample26,signatureSample27,signatureSample28,signatureSample29,signatureSample30,signatureSample31,signatureSample32,signatureSample33,signatureSample34,signatureSample35,signatureSample36,signatureSample37,signatureSample38,signatureSample39,signatureSample40,signatureSample41,signatureSample42,signatureSample43,signatureSample44,signatureSample45,signatureSample46,signatureSample47,signatureSample48,signatureSample49,signatureSample50,signatureSample51,signatureSample52,signatureSample53,signatureSample54,signatureSample55,signatureSample56,signatureSample57,signatureSample58,signatureSample59,signatureSample60,signatureSample61,signatureSample62,signatureSample63,signatureSample64,signatureSample65,signatureSample66,signatureSample67,signatureSample68,signatureSample69,signatureSample70,signatureSample71,signatureSample72,signatureSample73,signatureSample74,signatureSample75,signatureSample76,signatureSample77,signatureSample78,signatureSample79,signatureSample80,signatureSample81,signatureSample82,signatureSample83,signatureSample84,signatureSample85,signatureSample86,signatureSample87,signatureSample88,signatureSample89,signatureSample90,signatureSample91,signatureSample92,signatureSample93,signatureSample94,signatureSample95,signatureSample96,signatureSample97,signatureSample98,signatureSample99
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t13-2.PNG,15.7889,15.7889,14.8556,14.8556,13.568,12.6289,12.6289,11.7,11.7,10.4062,9.47048,9.47048,8.54927,8.54927,7.245,6.31585,6.31585,5.41202,5.41202,4.54863,3.17648,3.17648,2.34307,2.34307,1.7,0.538517,0.538517,1.3,1.3,2.2561,3.23883,3.23883,4.45982,4.45982,5.41202,6.68506,6.68506,7.62168,7.62168,8.57263,9.84327,9.84327,10.7838,10.7838,12.0702,13.0035,13.0035,13.946,13.946,14.896,16.1645,16.1645,15.2279,15.2279,13.946,13.0035,13.0035,12.0702,12.0702,11.1485,9.84327,9.84327,8.91572,8.91572,8.00562,6.68506,6.68506,5.76975,5.76975,4.45982,3.23883,3.23883,2.2561,2.2561,1.3,0.538517,0.538517,0.943397,0.943397,2.34307,3.17648,3.17648,4.54863,4.54863,5.41202,6.31585,6.31585,7.245,7.245,8.19085,9.47048,9.47048,10.4062,10.4062,11.353,12.3081,12.3081,13.568,13.568,14.5152
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t13c-2.PNG,59.4987,61.4514,64.4495,61.4514,59.4987,56.455,53.4575,50.4602,48.4623,45.4657,42.4696,39.474,37.4774,34.4329,31.435,28.4375,26.4396,23.4433,20.448,17.5536,15.4601,12.472,9.49142,6.52861,4.58038,1.43017,1.60658,3.59698,6.63353,9.61974,12.7124,14.6956,17.6776,20.6648,23.7508,25.6501,28.7227,31.8128,34.7936,36.7825,39.7679,42.7554,45.7445,47.738,50.7292,53.8007,56.7895,58.8722,61.9597,64.9426,68.1552,70.1391,73.1165,70.1391,68.0339,64.9426,61.8585,58.8722,56.7895,53.7214,50.7292,47.738,45.7445,42.7554,39.7679,36.7825,34.7936,31.8128,28.7227,25.6501,23.6552,20.6648,17.6059,14.6093,12.6125,9.61974,6.59348,4.59531,2.0128,1.875,4.94471,6.52861,9.6725,12.6104,15.572,17.5536,20.5327,23.5172,26.5051,28.4985,31.4901,34.4832,37.4774,39.474,42.4696,45.4657,48.4623,50.4602,53.4575,56.455
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t13ci-2.PNG,30.0577,28.9397,27.9461,25.9605,24.9685,23.9772,21.873,20.8784,19.8843,17.8019,16.9064,15.9156,13.814,12.8182,10.7623,9.83596,8.84455,6.76358,5.7642,4.82349,2.76876,1.7737,0.791204,1.25936,2.25078,4.2457,5.24461,6.24387,8.24293,9.24262,10.2697,12.2648,13.3591,14.2613,16.2587,17.3316,18.3266,20.3181,21.3145,23.3081,24.3989,25.3926,27.3815,28.3765,29.3719,31.3634,32.3596,33.356,35.3495,34.3527,32.3596,31.3634,30.3675,28.3765,27.3815,26.3869,24.3989,23.4057,22.4131,20.3181,19.3222,18.3266,16.2587,15.3436,13.3591,12.2648,11.267,9.24262,8.27683,7.28189,5.29773,4.31115,3.33256,1.46492,0.816086,1.9251,2.8681,3.84005,5.7642,6.76358,7.85532,9.76248,10.7623,11.8231,13.814,14.926,15.8072,17.8019,18.8909,20.8784,21.873,22.9867,24.8593,25.8555,26.8519,28.9397,30.0577,31.0481,33.0307,32.0391
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t13i-1.PNG,66.931,66.6641,67.3722,65.2578,62.2609,59.2644,57.2247,54.2265,51.2285,49.2299,46.2323,43.2351,41.2029,38.2036,35.2046,33.2053,30.2065,27.2081,25.2093,22.2115,19.1929,17.217,14.2221,11.23,9.23804,6.19331,3.37234,1.1958,1.80933,4.80806,6.80783,9.86723,12.976,14.9535,17.8404,20.9116,22.9025,25.8915,28.8827,30.8778,33.8716,36.8233,38.8225,41.8214,44.8204,46.8199,49.8074,52.8074,54.818,57.8145,60.8142,58.8144,55.8074,53.8182,50.8189,47.8196,45.8548,42.8581,39.8619,37.8648,34.8697,31.8756,29.8802,26.8883,23.8985,21.9068,18.9226,15.9443,13.964,11.0068,7.88245,5.90795,3.01001,1.1029,2.19439,5.30505,8.19316,10.1931,13.193,16.1929,18.1929,21.2124,24.1929,26.1929,29.207,32.2057,34.2049,37.2039,40.2031,42.2026,45.202,48.2014,50.201,53.2271,56.2253,58.2656,61.2226,64.2588,66.3083,67.5475
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t13i-2.PNG,12.8943,12.8943,11.7668,11.7668,10.7725,10.7725,9.7793,8.78766,8.78766,7.79816,7.79816,6.81172,6.81172,5.8299,4.70997,4.70997,3.71107,3.71107,2.82278,1.88582,1.88582,1.06984,1.06984,0.856037,0.856037,1.52349,2.4309,2.4309,3.3908,3.3908,4.29859,4.29859,5.29775,6.29717,6.29717,7.29675,7.29675,8.29643,9.37076,9.37076,10.3634,10.3634,11.3573,11.3573,10.296,9.29619,9.29619,8.33299,8.33299,7.33829,6.34525,6.34525,5.35481,5.35481,4.36872,4.36872,3.3908,2.4309,2.4309,2.22011,2.22011,1.82774,1.82774,1.93712,2.48278,2.48278,2.82278,2.82278,3.79208,4.70997,4.70997,5.70925,5.70925,6.70875,6.70875,7.70838,8.78766,8.78766,9.7793,9.7793,10.7725,10.7725,11.7668,12.7621,12.7621,13.758,13.758,14.869,15.8587,15.8587,16.8496,16.8496,17.8416,17.8416,16.8496,15.8587,15.8587,14.869,14.869,13.8807
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t13n-1.PNG,51.7073,50.4523,48.4658,46.4805,44.4965,42.3905,40.2986,38.3077,36.2284,34.2345,32.1717,30.1748,28.1343,26.1351,24.1359,22.137,20.1997,18.1397,16.1416,14.127,12.1274,10.1279,8.12872,6.16921,4.13272,2.14034,1.26541,2.25897,4.07488,5.88114,7.97546,9.95538,11.8782,13.9324,15.9253,17.8773,19.9153,21.9918,23.9821,25.9739,27.9668,29.9607,32.0416,34.0319,36.0232,38.0154,40.0084,42.0915,44.0817,46.1759,48.1634,48.0645,46.0727,43.9963,42.0021,40.0084,38.0154,35.9465,33.9507,31.9554,29.9607,27.9668,25.906,23.9086,21.9116,19.9153,17.8773,15.8775,13.8778,11.8782,9.87882,7.97546,5.88114,4.07488,1.89326,1.26541,2.14034,4.13272,6.16921,8.15828,10.1516,12.1472,14.144,16.1416,18.1397,20.1997,22.137,24.1359,26.1825,28.1784,30.249,32.2413,34.2345,36.3177,38.3077,40.4037,42.3905,44.4965,46.4805,48.5944
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t13n-2.PNG,73.5609,71.3522,68.4963,65.6534,63.766,60.6045,57.443,55.5648,52.0616,48.9,45.7384,43.8605,40.7006,37.5411,35.3165,32.1567,28.6535,26.7725,23.6128,20.4538,17.296,15.069,12.3163,9.19159,6.95753,3.89893,0.416269,2.02368,5.18552,8.09362,11.2384,13.4247,16.5836,19.7436,21.9484,25.1103,28.2723,30.4835,33.9738,37.135,40.2965,42.5174,45.6785,48.8397,51.0611,54.2221,57.3832,59.6049,62.7658,65.9268,69.0879,67.2115,64.0515,60.8917,58.6675,55.5075,52.3478,50.1235,46.9635,43.8038,40.6446,38.4195,35.26,32.101,29.5359,26.3738,23.2117,20.9967,17.8344,14.6722,11.5099,9.62983,6.14508,2.9946,1.10586,2.50026,5.60865,7.84442,10.6263,13.7885,16.9508,19.1679,22.3296,25.1793,27.3875,30.8724,34.0339,35.9244,39.0867,42.249,45.7384,47.6262,50.7884,53.9506,56.1671,59.3292,62.4913,64.3849,67.5472,70.3989
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t13ni-1_.PNG,34.3156,33.0486,32.0995,30.8387,29.8864,27.6769,26.7242,25.4721,24.5153,23.2733,21.3538,20.1155,19.1521,18.1926,17.2377,15.0319,14.0757,13.1261,12.1846,11.2531,9.02499,8.10058,7.19641,6.32118,4.09568,3.30811,1.89526,1.32701,1.38921,2.59755,3.59391,4.64377,5.63326,6.6259,8.75899,9.96836,11.2257,12.1732,13.1284,15.3353,16.6078,17.5496,18.4975,20.7117,21.6597,22.6122,23.5687,24.5286,26.7295,27.6882,28.9359,27.6882,27.0361,24.822,23.8739,22.9302,21.9915,21.0584,18.8318,17.9016,16.6078,15.6733,13.4475,12.5166,11.2257,9.96836,8.75899,6.81043,5.84919,4.90348,3.66001,2.68825,0.639808,0.490308,1.89526,2.72453,3.64062,5.86828,6.80204,8.10058,9.02499,11.2531,12.1846,13.1261,14.0757,15.0319,17.2377,18.1926,19.1521,20.1155,21.0823,23.2733,24.5153,25.2053,26.4322,27.3951,29.5918,30.5533,31.794,32.7519
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t14-2.PNG,1.58114,1.58114,1.58114,1.58114,1.58114,1.58114,1.58114,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,1.58114,1.58114,1.58114,1.58114,1.58114,1.58114,2.54951,2.54951,2.54951,2.54951,2.54951,2.54951,2.54951,3.53553,3.53553,3.53553,3.53553,3.53553,3.53553,4.52769,4.52769,4.52769,4.52769,4.52769,4.52769,5.70088,5.70088,5.70088,5.70088,5.70088,5.70088,6.67083,6.67083,6.67083,6.67083,6.67083,6.67083,6.67083,5.70088,5.70088,5.70088,5.70088,5.70088,5.70088,4.52769,4.52769,4.52769,4.52769,4.52769,4.52769,3.53553,3.53553,3.53553,3.53553,3.53553,3.53553,2.54951,2.54951,2.54951,2.54951,2.54951,2.54951,2.54951,1.58114,1.58114,1.58114,1.58114,1.58114,1.58114,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t14c-2.PNG,46.2569,45.2827,43.3378,40.945,39.9665,37.8062,35.8462,33.8909,32.7072,30.7474,28.59,26.6277,25.6487,23.4913,21.3502,19.3771,18.3928,16.2567,14.4769,12.1619,11.1684,9.09518,7.09684,5.09981,4.10237,2.19489,0.678519,1.90448,3.35707,5.18775,7.11025,8.34999,9.18764,9.18764,10.957,11.8692,13.7303,15.6257,17.5444,18.7876,20.703,22.6331,24.5744,25.5484,27.5021,29.6707,31.4269,32.411,34.3819,36.356,38.3328,39.322,39.1903,37.2053,36.2134,34.2311,32.251,30.2735,29.462,27.3134,25.5484,23.3823,22.4034,20.4516,18.7876,16.5826,15.6257,13.4229,11.5122,9.63789,8.34999,6.14282,4.25339,2.02565,1.13217,1.13742,3.10659,4.10237,6.23228,8.19747,10.3542,11.3309,13.2946,15.4518,17.6287,18.5997,20.5501,22.7226,24.6713,25.6487,27.8184,29.7695,31.9411,32.9152,34.8679,37.0376,39.2147,40.1867,42.1347,44.0873
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t14ci-1.PNG,90.3434,85.0247,79.8654,75.8812,72.1487,67.7105,63.608,61.7351,57.3263,53.4919,49.9925,47.585,46.9426,47.8861,48.8708,51.1843,53.5827,55.6702,57.9744,60.8679,64.2711,67.1075,64.3335,60.9997,56.9571,52.1349,47.6633,42.9619,38.3362,34.2842,30.5474,26.591,23.0438,20.1235,18.1353,18.4019,19.0412,20.8927,23.6736,27.7881,31.5613,35.6378,39.9248,44.8077,49.3119,53.9036,58.9181,62.6567,68.6514,74.3664,76.2492,71.2053,67.3827,61.7015,57.9875,53.3724,48.4033,43.9197,39.5601,35.3704,31.4186,27.8064,23.8633,21.3429,19.7884,18.4348,19.3883,21.4935,24.4547,26.7299,30.831,35.1656,39.657,43.8969,48.9368,53.3767,57.6847,61.9853,64.3335,67.1075,64.2711,60.8679,57.9744,55.6702,53.5827,51.1843,48.8708,47.8861,47.7473,47.585,49.4395,52.8053,56.5095,59.9104,63.6333,67.6603,72.0322,75.7045,79.6348,84.7492
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t14i-1.PNG,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t14n-1.PNG,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,1.14396,1.14396,1.14396,1.14396,1.14396,1.14396,1.14396,1.14396,1.14396,1.14396,1.14396,1.14396,0.555557,0.555557,0.555557,0.555557,0.555557,0.555557,0.555557,0.555557,0.555557,0.555557,0.555557,0.555557,0.555557,1.14396,1.14396,1.14396,1.14396,1.14396,1.14396,1.14396,1.14396,1.14396,1.14396,1.14396,1.14396,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,2.04879,1.09432,1.09432,1.09432,1.09432,1.09432,1.09432,1.09432,1.09432,1.09432,1.09432,1.09432,1.09432,0.444443,0.444443,0.444443,0.444443,0.444443,0.444443,0.444443,0.444443,0.444443,0.444443,0.444443,0.444443,0.444443,1.09432,1.09432,1.09432,1.09432,1.09432,1.09432,1.09432,1.09432,1.09432,1.09432,1.09432,1.09432
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t14ni-1.PNG,2.38889,2.38889,2.38889,2.38889,2.38889,1.71143,1.71143,1.71143,1.71143,0.388885,0.388885,0.388885,0.388885,1.17195,1.17195,1.17195,1.17195,2.03746,2.03746,2.03746,2.03746,3.06161,3.06161,3.06161,3.06161,3.40524,3.40524,3.40524,3.40524,3.40524,4.77681,4.77681,4.77681,4.77681,3.97717,3.97717,3.97717,3.97717,3.40524,3.40524,3.40524,3.40524,2.09128,2.09128,2.09128,2.09128,1.17195,1.17195,1.17195,1.17195,0.388885,0.388885,0.388885,0.388885,0.388885,1.71143,1.71143,1.71143,1.71143,2.43495,2.43495,2.43495,2.43495,3.3059,3.3059,3.3059,3.3059,4.65905,4.65905,4.65905,4.65905,5.18932,5.18932,5.18932,5.18932,6.15865,6.15865,6.15865,6.15865,6.15865,5.54137,5.54137,5.54137,5.54137,4.65905,4.65905,4.65905,4.65905,3.3059,3.3059,3.3059,3.3059,2.43495,2.43495,2.43495,2.43495,1.71143,1.71143,1.71143,1.71143
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t14ni-2.PNG,14.2163,14.2163,14.2163,12.8362,12.8362,11.997,11.997,10.6111,10.6111,9.78536,9.78536,8.39166,8.39166,7.00619,7.00619,6.18429,6.18429,6.18429,4.78666,4.78666,3.40275,3.40275,2.59566,2.59566,1.18496,1.18496,0.266079,0.266079,1.65453,1.65453,2.42821,2.42821,3.81613,3.81613,3.81613,4.66064,4.66064,6.03227,6.03227,6.89543,6.89543,8.25916,8.25916,9.13085,9.13085,10.0265,10.0265,11.3665,11.3665,12.262,12.262,12.262,11.3665,11.3665,10.4899,10.4899,9.63744,9.63744,8.25916,8.25916,7.4199,7.4199,6.03227,6.03227,5.21819,5.21819,3.81613,3.81613,3.81613,2.42821,2.42821,1.65453,1.65453,1.25648,1.25648,0.955023,0.955023,2.06044,2.06044,3.40275,3.40275,4.29185,4.29185,5.63501,5.63501,5.63501,7.00619,7.00619,8.39166,8.39166,9.78536,9.78536,10.6111,10.6111,11.4645,11.4645,12.8362,12.8362,13.6971,13.6971
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t15-2.PNG,53.4684,52.6776,49.871,47.6788,46.2748,44.0853,41.2759,38.4693,37.0673,34.8731,32.6846,31.279,28.4705,26.2815,23.4714,22.0681,19.2663,16.4736,15.6664,12.8695,10.6665,8.4809,7.07248,4.26717,1.54835,0.74049,2.15468,4.98311,7.81153,8.54849,11.3695,13.5431,15.7343,17.1366,19.9462,22.136,23.5392,26.3493,28.5383,30.7341,32.1353,34.9409,37.7499,39.1555,41.9683,44.7831,47.5996,49.0083,51.1856,53.3677,53.3677,51.9617,49.1511,46.9647,45.5586,42.7481,39.9401,37.7499,36.3451,33.5377,30.7341,29.3341,26.5387,24.9437,22.136,20.7342,17.9365,15.1502,14.3343,11.5449,9.33452,7.14019,5.7348,2.94945,0.74049,2.08798,3.50219,5.66695,8.4809,9.89097,12.0698,14.8826,17.0687,18.4729,20.6663,23.4714,24.1012,26.2815,29.0952,31.9115,33.3204,35.4978,37.6822,39.0877,41.2759,44.0853,46.8969,48.3035,50.4884,53.3
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t15i-0.PNG,17.6257,17.6257,16.6201,15.6204,14.6208,14.6208,13.6287,12.6298,11.631,11.631,10.6325,9.62359,8.62455,8.62455,7.62575,6.62731,5.62943,5.62943,4.63246,3.63716,2.64541,2.64541,1.66355,0.732562,0.553065,1.44053,1.44053,2.41751,3.40787,4.42583,4.42583,5.39926,6.39697,7.3953,7.3953,8.39403,9.39303,10.3922,10.3922,11.3916,12.391,13.4574,13.4574,14.4523,15.448,16.4441,16.4441,17.4407,18.4377,19.4349,20.4325,20.4325,19.4349,18.4377,17.4407,17.4407,16.4441,15.3897,14.3901,14.3901,13.3905,12.391,11.3916,11.3916,10.4021,9.40394,8.40624,8.40624,7.40916,6.41299,5.41823,5.41823,4.42583,3.43784,2.45957,1.51005,1.51005,0.714857,0.86127,1.72411,1.72411,2.6839,3.66525,4.65455,4.65455,5.64762,6.64277,7.63919,7.63919,8.63643,9.63425,10.6325,10.6325,11.631,12.6298,13.6287,13.6287,14.6278,15.627,16.6263
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t15n-1.PNG,7.6861,7.6861,7.6861,7.6861,6.49517,6.49517,6.49517,5.51015,5.51015,5.51015,4.41281,4.41281,4.41281,3.41284,3.41284,3.41284,2.41291,2.41291,2.41291,1.41305,1.41305,1.41305,1.05254,1.05254,1.05254,1.13245,1.13245,1.13245,1.85931,1.85931,1.85931,2.76254,2.76254,2.76254,3.71568,3.71568,3.71568,4.68838,4.68838,4.68838,5.67058,5.67058,5.67058,6.65808,6.65808,6.65808,7.64884,7.64884,7.64884,8.64172,8.64172,8.64172,8.58736,8.58736,8.58736,7.64884,7.64884,7.64884,6.65808,6.65808,6.65808,5.67058,5.67058,5.67058,4.58741,4.58741,4.58741,3.58744,3.58744,3.58744,2.5875,2.5875,2.5875,1.58762,1.58762,1.58762,0.588161,0.588161,0.588161,0.413916,0.413916,0.413916,1.41305,1.41305,1.41305,2.62404,2.62404,2.62404,3.56525,3.56525,3.56525,4.53171,4.53171,4.53171,5.51015,5.51015,5.51015,6.72686,6.72686,6.72686
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t15ni-2.PNG,14.8408,14.8408,14.8408,13.4629,13.4629,13.4629,12.6194,12.6194,11.2361,11.2361,11.2361,10.4043,10.4043,10.4043,9.01388,9.01388,7.63217,7.63217,7.63217,6.80074,6.80074,6.80074,5.40833,5.40833,4.60977,4.60977,4.60977,3.20156,3.20156,1.80278,1.80278,1.80278,1.5,1.5,1.5,1.80278,1.80278,3.20156,3.20156,3.20156,1.80278,1.80278,1.80278,0.5,0.5,1.11803,1.11803,1.11803,2.5,2.5,3.20156,3.20156,3.20156,4.03113,4.03113,4.03113,2.69258,2.69258,1.80278,1.80278,1.80278,1.11803,1.11803,1.11803,0.5,0.5,1.80278,1.80278,1.80278,3.20156,3.20156,3.20156,3.90512,3.90512,4.71699,4.71699,4.71699,4.60977,4.60977,5.40833,5.40833,5.40833,6.80074,6.80074,6.80074,7.63217,7.63217,9.01388,9.01388,9.01388,10.4043,10.4043,10.4043,11.2361,11.2361,12.6194,12.6194,12.6194,13.4629,13.4629
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t16-2.PNG,59.2957,57.8822,56.4688,55.0554,52.2287,50.8154,47.989,45.1629,43.75,40.9243,39.5116,37.364,34.5371,33.1237,30.2972,28.8841,26.0583,23.233,22.5012,19.6735,18.2597,15.4323,14.0188,11.1923,8.36714,6.95553,4.13764,2.73687,0.480848,2.99532,4.39799,6.49951,7.9129,10.7403,13.5682,14.3048,17.128,18.5402,21.3654,23.524,24.9349,27.7577,28.5135,31.3331,32.7434,35.5651,37.7329,39.1426,41.3164,41.9629,42.6231,41.2111,39.7993,36.9763,35.5651,33.4062,30.5816,29.1695,26.3462,24.9349,22.7782,21.3654,19.2244,16.3962,14.9822,12.1542,10.7403,8.62864,6.59941,5.80627,2.99532,1.61294,1.30397,3.59994,4.95875,7.73618,9.13663,11.9473,14.7647,15.5392,17.5857,18.997,21.8207,23.233,26.0583,28.8841,29.627,31.7104,33.1237,35.2744,38.0991,39.5116,42.3371,43.75,45.9038,47.989,49.4022,52.2287,53.642,56.4688
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t16i-1.PNG,34.3395,33.5661,32.1578,30.75,29.3428,27.9364,25.1261,23.7226,22.3204,20.9198,19.5213,17.3206,15.9199,14.5218,13.1271,11.7371,9.52278,8.97996,7.62098,6.75,5.38536,4.05483,1.82233,0.89665,1.49786,2.77186,3.3416,5.48534,6.8941,8.30471,9.71637,10.4829,13.2955,14.0802,15.482,16.8859,17.6809,20.4816,21.2833,22.1012,23.4926,24.3184,25.7065,27.3823,28.7616,29.6093,30.9863,32.3665,34.067,35.44,36.8163,35.44,34.5907,32.3665,30.9863,30.1441,29.3119,27.9239,25.7065,24.8865,23.4926,22.6808,21.8846,20.4816,18.2913,17.524,16.1136,14.7041,13.2955,11.1287,9.71637,8.30471,7.58189,6.1681,4.13797,3.6932,2.49,1.49786,0.89665,2.80736,4.05483,4.99586,6.28641,7.62098,8.97996,11.2124,12.5808,13.9584,15.3427,16.732,19.5213,20.9198,21.7292,23.124,23.7226,25.9198,27.3203,28.7221,30.1251,31.529
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t16n-2.PNG,15.3556,15.3556,14.442,14.442,13.1239,13.1239,12.2072,12.2072,11.3046,11.3046,9.97296,9.97296,9.0685,9.0685,8.1863,8.1863,6.83243,6.83243,5.50898,5.50898,4.59637,4.59637,3.28531,3.28531,2.3603,2.3603,1.53257,1.53257,0.12423,0.12423,0.89062,0.89062,2.11184,2.11184,3.03935,3.03935,4.34791,4.34791,5.26137,5.26137,6.58397,6.58397,7.49176,7.49176,8.42047,8.42047,9.72476,9.72476,10.6465,10.6465,11.9589,11.9589,11.0561,11.0561,9.72476,9.72476,8.82004,8.82004,7.49176,7.49176,6.58397,6.58397,5.7071,5.7071,4.34791,4.34791,3.48231,3.48231,2.11184,2.11184,1.29695,1.29695,0.12423,0.12423,1.1125,1.1125,2.3603,2.3603,3.28531,3.28531,4.59637,4.59637,5.50898,5.50898,6.83243,6.83243,7.73979,7.73979,8.66756,8.66756,9.97296,9.97296,10.8941,10.8941,12.2072,12.2072,13.1239,13.1239,14.442,14.442
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t1c-2.PNG,65.1455,63.4157,61.1853,58.0994,55.8715,52.797,50.5729,46.968,44.7447,43.0778,39.4724,37.2581,34.2354,32.0336,29.0525,26.8727,24.7029,21.1331,18.9921,15.4622,13.3854,9.97736,7.21946,5.49654,3.5482,3.62802,5.40868,7.60438,11.0546,13.6666,16.3508,19.9431,22.177,26.2808,29.0388,33.198,35.4147,38.1939,42.3749,45.1686,49.3666,51.3793,54.9746,57.7822,60.5917,64.8091,66.9948,71.2121,74.0253,76.9911,79.8011,79.8011,76.2091,74.0253,69.806,66.9948,63.4029,61.2196,59.1867,55.594,52.7837,48.5722,45.7678,41.5672,38.7718,35.9817,31.8092,29.5928,25.4337,22.6782,19.0768,16.3508,13.6666,10.1193,7.60438,4.41009,3.29789,4.30097,6.77684,8.59268,11.2222,14.0487,17.578,19.7204,22.6495,25.4642,27.0336,30.634,32.8382,35.8671,38.0836,41.1396,43.3633,45.5882,49.1925,51.418,54.4969,56.7259,59.8158,62.0471
triangle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\triangle\t1ci-2.PNG,5.06211,5.06211,5.06211,5.06211,5.06211,5.06211,5.06211,3.82426,3.82426,3.82426,3.82426,3.82426,3.82426,2.85044,2.85044,2.85044,2.85044,2.85044,2.85044,1.90394,1.90394,1.90394,1.90394,1.90394,1.90394,1.06066,1.06066,1.06066,1.06066,1.06066,1.06066,1.06066,0.790569,0.790569,0.790569,0.790569,0.790569,0.790569,1.27475,1.27475,1.27475,1.27475,1.27475,1.27475,2.26385,2.26385,2.26385,2.26385,2.26385,2.26385,3.4821,3.4821,3.4821,3.4821,3.4821,3.4821,3.4821,2.57391,2.57391,2.57391,2.57391,2.57391,2.57391,1.27475,1.27475,1.27475,1.27475,1.27475,1.27475,0.353553,0.353553,0.353553,0.353553,0.353553,0.353553,0.790569,0.790569,0.790569,0.790569,0.790569,0.790569,0.790569,1.76777,1.76777,1.76777,1.76777,1.76777,1.76777,2.85044,2.85044,2.85044,2.85044,2.85044,2.85044,3.82426,3.82426,3.82426,3.82426,3.82426,3.82426
